xflr5 v6.47											
											
Plane Name											
T1-10.0 m/s-Panel-Inviscid											
QInf  =	10	m/s									
Alpha = 	10										
Beta  = 	   0.000°										
Phi   = 	   0.000°										
Ctrl  = 	0										
CL    = 	1.216729										
Cy    = 	0										
Cd=	0.05105	ICd=	0.05105	PCd=	0						
Cl   = 	4.26E-16										
Cm   =	-1.55736										
ICn=	0	PCn=	0								
XCP=	10.816701	 YCP=	0	 ZCP=	1.021642						
XNP=	0										
Bending =	275043.0313										
											
Main Wing											
  y-span	Chord	Ai	Cl	PCd	ICd	CmGeom	CmAirf@chord/4	XTrtop	XTrBot	XCP	BM
480	1.31E+01	-4.32E+00	1.78E-01	0.242	0.103	0.965	4.71E-01	0.2139			
Strip 19											
481	1.23E+01	-1.44E+00	6.38E-02	-0.128	-0.072	-0.989	4.92E-01	0.2864			
482	1.19E+01	-1.44E+00	1.02E-01	-0.109	-0.067	-0.992	1.44E+00	0.353			
483	1.13E+01	-1.44E+00	1.26E-01	0.009	-0.032	-0.999	2.29E+00	0.372			
484	1.04E+01	-1.44E+00	8.37E-02	0.073	-0.012	-0.997	3.03E+00	0.3209			
485	9.23E+00	-1.44E+00	-2.49E-02	0.113	0.001	-0.994	3.60E+00	0.2565			
486	7.93E+00	-1.44E+00	-1.78E-01	0.121	0.004	-0.993	3.95E+00	0.1909			
487	6.55E+00	-1.44E+00	-3.30E-01	0.099	-0.005	-0.995	4.06E+00	0.1423			
488	5.17E+00	-1.44E+00	-4.32E-01	0.049	-0.026	-0.998	3.93E+00	0.1381			
489	3.88E+00	-1.44E+00	-4.58E-01	-0.012	-0.053	-0.999	3.58E+00	0.1945			
490	2.73E+00	-1.44E+00	-4.12E-01	-0.072	-0.08	-0.994	3.04E+00	0.3019			
491	1.81E+00	-1.44E+00	-3.18E-01	-0.14	-0.114	-0.984	2.33E+00	0.4561			
492	1.17E+00	-1.44E+00	-1.86E-01	-0.283	-0.184	-0.941	1.52E+00	0.6958			
493	8.35E-01	-1.44E+00	-2.94E-02	-0.651	-0.363	-0.667	7.30E-01	0.7342			
494	8.35E-01	-1.44E+00	2.06E-01	-0.802	-0.401	0.442	1.10E+00	-0.9569			
495	1.17E+00	-1.44E+00	5.03E-01	-0.488	-0.227	0.843	1.70E+00	-1.4135			
496	1.81E+00	-1.44E+00	7.83E-01	-0.322	-0.14	0.936	2.45E+00	-1.1698			
497	2.73E+00	-1.44E+00	1.03E+00	-0.207	-0.083	0.975	3.10E+00	-1.1219			
498	3.88E+00	-1.44E+00	1.20E+00	-0.101	-0.033	0.994	3.59E+00	-1.1125			
499	5.17E+00	-1.44E+00	1.27E+00	0.003	0.013	1	3.92E+00	-1.0319			
500	6.55E+00	-1.44E+00	1.20E+00	0.097	0.052	0.994	4.06E+00	-0.8545			
501	7.93E+00	-1.44E+00	1.02E+00	0.163	0.077	0.984	3.98E+00	-0.6207			
502	9.23E+00	-1.44E+00	7.73E-01	0.204	0.092	0.975	3.67E+00	-0.385			
503	1.04E+01	-1.44E+00	5.23E-01	0.222	0.098	0.97	3.11E+00	-0.1864			
504	1.13E+01	-1.44E+00	3.11E-01	0.226	0.099	0.969	2.37E+00	-0.0475			
505	1.19E+01	-1.44E+00	1.57E-01	0.239	0.103	0.965	1.48E+00	0.1077			
506	1.23E+01	-1.44E+00	7.41E-02	0.242	0.103	0.965	5.04E-01	0.2071			
Strip 20											
507	1.23E+01	1.44E+00	6.38E-02	-0.128	0.072	-0.989	4.92E-01	0.2864			
508	1.19E+01	1.44E+00	1.02E-01	-0.109	0.067	-0.992	1.44E+00	0.353			
509	1.13E+01	1.44E+00	1.26E-01	0.009	0.032	-0.999	2.29E+00	0.372			
510	1.04E+01	1.44E+00	8.37E-02	0.073	0.012	-0.997	3.03E+00	0.3209			
511	9.23E+00	1.44E+00	-2.49E-02	0.113	-0.001	-0.994	3.60E+00	0.2565			
512	7.93E+00	1.44E+00	-1.78E-01	0.121	-0.004	-0.993	3.95E+00	0.1909			
513	6.55E+00	1.44E+00	-3.30E-01	0.099	0.005	-0.995	4.06E+00	0.1423			
514	5.17E+00	1.44E+00	-4.32E-01	0.049	0.026	-0.998	3.93E+00	0.1381			
515	3.88E+00	1.44E+00	-4.58E-01	-0.012	0.053	-0.999	3.58E+00	0.1945			
516	2.73E+00	1.44E+00	-4.12E-01	-0.072	0.08	-0.994	3.04E+00	0.3019			
517	1.81E+00	1.44E+00	-3.18E-01	-0.14	0.114	-0.984	2.33E+00	0.4561			
518	1.17E+00	1.44E+00	-1.86E-01	-0.283	0.184	-0.941	1.52E+00	0.6958			
519	8.35E-01	1.44E+00	-2.94E-02	-0.651	0.363	-0.667	7.30E-01	0.7342			
520	8.35E-01	1.44E+00	2.06E-01	-0.802	0.401	0.442	1.10E+00	-0.9569			
521	1.17E+00	1.44E+00	5.03E-01	-0.488	0.227	0.843	1.70E+00	-1.4135			
522	1.81E+00	1.44E+00	7.83E-01	-0.322	0.14	0.936	2.45E+00	-1.1698			
523	2.73E+00	1.44E+00	1.03E+00	-0.207	0.083	0.975	3.10E+00	-1.1219			
524	3.88E+00	1.44E+00	1.20E+00	-0.101	0.033	0.994	3.59E+00	-1.1125			
525	5.17E+00	1.44E+00	1.27E+00	0.003	-0.013	1	3.92E+00	-1.0319			
526	6.55E+00	1.44E+00	1.20E+00	0.097	-0.052	0.994	4.06E+00	-0.8545			
527	7.93E+00	1.44E+00	1.02E+00	0.163	-0.077	0.984	3.98E+00	-0.6207			
528	9.23E+00	1.44E+00	7.73E-01	0.204	-0.092	0.975	3.67E+00	-0.385			
529	1.04E+01	1.44E+00	5.23E-01	0.222	-0.098	0.97	3.11E+00	-0.1864			
530	1.13E+01	1.44E+00	3.11E-01	0.226	-0.099	0.969	2.37E+00	-0.0475			
531	1.19E+01	1.44E+00	1.57E-01	0.239	-0.103	0.965	1.48E+00	0.1077			
532	1.23E+01	1.44E+00	7.41E-02	0.242	-0.103	0.965	5.04E-01	0.2071			
Strip 21											
533	1.31E+01	4.32E+00	1.69E-01	-0.128	0.072	-0.989	4.59E-01	0.2863			
534	1.28E+01	4.32E+00	2.05E-01	-0.109	0.067	-0.992	1.35E+00	0.3531			
535	1.22E+01	4.32E+00	2.27E-01	0.009	0.032	-0.999	2.14E+00	0.3735			
536	1.13E+01	4.32E+00	1.87E-01	0.073	0.012	-0.997	2.83E+00	0.3272			
537	1.02E+01	4.32E+00	8.51E-02	0.113	-0.001	-0.994	3.36E+00	0.268			
538	9.00E+00	4.32E+00	-5.85E-02	0.121	-0.004	-0.993	3.69E+00	0.2049			
539	7.71E+00	4.32E+00	-2.02E-01	0.099	0.005	-0.995	3.79E+00	0.1549			
540	6.41E+00	4.32E+00	-2.98E-01	0.049	0.026	-0.998	3.67E+00	0.1472			
541	5.19E+00	4.32E+00	-3.22E-01	-0.012	0.053	-0.999	3.34E+00	0.202			
542	4.11E+00	4.32E+00	-2.79E-01	-0.072	0.08	-0.994	2.84E+00	0.3128			
543	3.25E+00	4.32E+00	-1.90E-01	-0.14	0.114	-0.984	2.18E+00	0.4787			
544	2.64E+00	4.32E+00	-6.68E-02	-0.283	0.184	-0.941	1.42E+00	0.7268			
545	2.33E+00	4.32E+00	8.09E-02	-0.651	0.363	-0.666	6.82E-01	0.6182			
546	2.33E+00	4.32E+00	3.03E-01	-0.802	0.401	0.442	1.03E+00	-1.5125			
547	2.64E+00	4.32E+00	5.82E-01	-0.488	0.226	0.843	1.59E+00	-1.8614			
548	3.25E+00	4.32E+00	8.45E-01	-0.321	0.14	0.937	2.29E+00	-1.4549			
549	4.11E+00	4.32E+00	1.08E+00	-0.207	0.083	0.975	2.90E+00	-1.3101			
550	5.19E+00	4.32E+00	1.24E+00	-0.101	0.033	0.994	3.36E+00	-1.2181			
551	6.41E+00	4.32E+00	1.30E+00	0.003	-0.013	1	3.66E+00	-1.0758			
552	7.71E+00	4.32E+00	1.23E+00	0.097	-0.052	0.994	3.79E+00	-0.8514			
553	9.00E+00	4.32E+00	1.06E+00	0.163	-0.077	0.984	3.72E+00	-0.592			
554	1.02E+01	4.32E+00	8.35E-01	0.204	-0.092	0.975	3.42E+00	-0.3511			
555	1.13E+01	4.32E+00	6.01E-01	0.222	-0.098	0.97	2.91E+00	-0.1591			
556	1.22E+01	4.32E+00	4.01E-01	0.226	-0.099	0.969	2.21E+00	-0.0296			
557	1.28E+01	4.32E+00	2.56E-01	0.239	-0.103	0.965	1.39E+00	0.1179			
558	1.31E+01	4.32E+00	1.78E-01	0.242	-0.103	0.965	4.71E-01	0.2139			
Strip 22											
559	1.39E+01	7.16E+00	2.72E-01	-0.128	0.072	-0.989	4.25E-01	0.2875			
560	1.36E+01	7.16E+00	3.06E-01	-0.109	0.067	-0.992	1.25E+00	0.354			
561	1.30E+01	7.16E+00	3.27E-01	0.009	0.032	-0.999	1.98E+00	0.3748			
562	1.22E+01	7.16E+00	2.90E-01	0.073	0.012	-0.997	2.62E+00	0.3298			
563	1.12E+01	7.16E+00	1.94E-01	0.113	-0.001	-0.994	3.11E+00	0.2727			
564	1.01E+01	7.16E+00	5.94E-02	0.121	-0.004	-0.993	3.41E+00	0.2128			
565	8.85E+00	7.16E+00	-7.47E-02	0.099	0.005	-0.995	3.51E+00	0.1669			
566	7.63E+00	7.17E+00	-1.65E-01	0.049	0.026	-0.998	3.39E+00	0.1638			
567	6.48E+00	7.17E+00	-1.88E-01	-0.012	0.053	-0.999	3.09E+00	0.2238			
568	5.48E+00	7.16E+00	-1.48E-01	-0.072	0.08	-0.994	2.63E+00	0.3409			
569	4.66E+00	7.16E+00	-6.43E-02	-0.14	0.114	-0.984	2.01E+00	0.5141			
570	4.10E+00	7.16E+00	5.16E-02	-0.284	0.184	-0.941	1.31E+00	0.7498			
571	3.80E+00	7.16E+00	1.90E-01	-0.651	0.363	-0.666	6.30E-01	0.4961			
572	3.80E+00	7.16E+00	3.98E-01	-0.802	0.401	0.442	9.53E-01	-1.9086			
573	4.10E+00	7.16E+00	6.60E-01	-0.487	0.226	0.843	1.47E+00	-2.1339			
574	4.66E+00	7.16E+00	9.07E-01	-0.321	0.14	0.937	2.12E+00	-1.6134			
575	5.48E+00	7.16E+00	1.13E+00	-0.207	0.083	0.975	2.68E+00	-1.4157			
576	6.48E+00	7.16E+00	1.28E+00	-0.101	0.033	0.994	3.10E+00	-1.2881			
577	7.63E+00	7.16E+00	1.33E+00	0.003	-0.013	1	3.38E+00	-1.1171			
578	8.85E+00	7.16E+00	1.27E+00	0.097	-0.052	0.994	3.51E+00	-0.8702			
579	1.01E+01	7.16E+00	1.11E+00	0.163	-0.077	0.984	3.44E+00	-0.5967			
580	1.12E+01	7.16E+00	8.97E-01	0.204	-0.092	0.975	3.17E+00	-0.3493			
581	1.22E+01	7.16E+00	6.78E-01	0.222	-0.098	0.97	2.69E+00	-0.1556			
582	1.30E+01	7.16E+00	4.90E-01	0.226	-0.099	0.969	2.04E+00	-0.0261			
583	1.36E+01	7.16E+00	3.54E-01	0.239	-0.103	0.965	1.28E+00	0.1214			
584	1.39E+01	7.16E+00	2.81E-01	0.242	-0.104	0.965	4.36E-01	0.2174			
Strip 23											
585	1.47E+01	9.96E+00	3.74E-01	-0.128	0.072	-0.989	3.89E-01	0.2882			
586	1.44E+01	9.96E+00	4.06E-01	-0.109	0.067	-0.992	1.14E+00	0.3547			
587	1.39E+01	9.96E+00	4.25E-01	0.009	0.032	-0.999	1.81E+00	0.3758			
588	1.31E+01	9.96E+00	3.91E-01	0.073	0.012	-0.997	2.40E+00	0.3319			
589	1.22E+01	9.96E+00	3.01E-01	0.113	-0.001	-0.994	2.84E+00	0.2769			
590	1.11E+01	9.96E+00	1.75E-01	0.12	-0.004	-0.993	3.12E+00	0.22			
591	9.97E+00	9.96E+00	4.99E-02	0.099	0.005	-0.995	3.21E+00	0.1783			
592	8.83E+00	9.96E+00	-3.47E-02	0.049	0.026	-0.998	3.10E+00	0.18			
593	7.76E+00	9.96E+00	-5.56E-02	-0.012	0.053	-0.999	2.83E+00	0.2449			
594	6.82E+00	9.96E+00	-1.81E-02	-0.072	0.08	-0.994	2.40E+00	0.3669			
595	6.06E+00	9.96E+00	5.97E-02	-0.14	0.114	-0.984	1.84E+00	0.5444			
596	5.53E+00	9.96E+00	1.68E-01	-0.284	0.184	-0.941	1.20E+00	0.7644			
597	5.25E+00	9.96E+00	2.97E-01	-0.652	0.363	-0.666	5.77E-01	0.3842			
598	5.25E+00	9.96E+00	4.92E-01	-0.802	0.401	0.443	8.72E-01	-2.2339			
599	5.53E+00	9.96E+00	7.36E-01	-0.487	0.226	0.843	1.34E+00	-2.3455			
600	6.06E+00	9.96E+00	9.67E-01	-0.321	0.14	0.937	1.94E+00	-1.7332			
601	6.82E+00	9.96E+00	1.17E+00	-0.207	0.083	0.975	2.45E+00	-1.4965			
602	7.76E+00	9.96E+00	1.31E+00	-0.101	0.033	0.994	2.84E+00	-1.3448			
603	8.83E+00	9.96E+00	1.37E+00	0.003	-0.013	1	3.10E+00	-1.1553			
604	9.97E+00	9.96E+00	1.31E+00	0.097	-0.052	0.994	3.21E+00	-0.8936			
605	1.11E+01	9.96E+00	1.16E+00	0.163	-0.077	0.984	3.15E+00	-0.6097			
606	1.22E+01	9.96E+00	9.58E-01	0.204	-0.092	0.975	2.90E+00	-0.3557			
607	1.31E+01	9.96E+00	7.53E-01	0.222	-0.098	0.97	2.46E+00	-0.1583			
608	1.39E+01	9.96E+00	5.78E-01	0.226	-0.099	0.969	1.87E+00	-0.0267			
609	1.44E+01	9.96E+00	4.51E-01	0.239	-0.103	0.965	1.17E+00	0.1224			
610	1.47E+01	9.96E+00	3.83E-01	0.242	-0.104	0.965	3.99E-01	0.2193			
Strip 24											
611	1.55E+01	1.27E+01	4.74E-01	-0.128	0.072	-0.989	3.52E-01	0.2886			
612	1.52E+01	1.27E+01	5.03E-01	-0.109	0.067	-0.992	1.03E+00	0.3551			
613	1.47E+01	1.27E+01	5.21E-01	0.009	0.032	-0.999	1.64E+00	0.3768			
614	1.40E+01	1.27E+01	4.89E-01	0.073	0.012	-0.997	2.17E+00	0.3339			
615	1.31E+01	1.27E+01	4.06E-01	0.113	-0.001	-0.994	2.58E+00	0.2806			
616	1.21E+01	1.27E+01	2.88E-01	0.12	-0.004	-0.993	2.83E+00	0.2266			
617	1.11E+01	1.27E+01	1.72E-01	0.099	0.005	-0.995	2.91E+00	0.1887			
618	1.00E+01	1.27E+01	9.27E-02	0.049	0.026	-0.998	2.81E+00	0.1946			
619	9.00E+00	1.27E+01	7.33E-02	-0.012	0.053	-0.999	2.56E+00	0.2637			
620	8.13E+00	1.27E+01	1.08E-01	-0.072	0.08	-0.994	2.18E+00	0.3895			
621	7.42E+00	1.27E+01	1.81E-01	-0.14	0.114	-0.984	1.67E+00	0.5693			
622	6.92E+00	1.27E+01	2.82E-01	-0.284	0.184	-0.941	1.09E+00	0.7721			
623	6.67E+00	1.27E+01	4.02E-01	-0.652	0.363	-0.666	5.22E-01	0.277			
624	6.67E+00	1.27E+01	5.83E-01	-0.802	0.401	0.443	7.90E-01	-2.5183			
625	6.92E+00	1.27E+01	8.11E-01	-0.487	0.226	0.843	1.22E+00	-2.5242			
626	7.42E+00	1.27E+01	1.03E+00	-0.321	0.14	0.937	1.75E+00	-1.8334			
627	8.13E+00	1.27E+01	1.22E+00	-0.207	0.083	0.975	2.22E+00	-1.5645			
628	9.00E+00	1.27E+01	1.35E+00	-0.101	0.033	0.994	2.57E+00	-1.3939			
629	1.00E+01	1.27E+01	1.40E+00	0.003	-0.013	1	2.81E+00	-1.1903			
630	1.11E+01	1.27E+01	1.34E+00	0.097	-0.052	0.994	2.91E+00	-0.9171			
631	1.21E+01	1.27E+01	1.20E+00	0.163	-0.077	0.984	2.85E+00	-0.6242			
632	1.31E+01	1.27E+01	1.02E+00	0.204	-0.092	0.975	2.62E+00	-0.3642			
633	1.40E+01	1.27E+01	8.27E-01	0.222	-0.098	0.97	2.23E+00	-0.163			
634	1.47E+01	1.27E+01	6.63E-01	0.226	-0.099	0.969	1.69E+00	-0.0289			
635	1.52E+01	1.27E+01	5.45E-01	0.24	-0.103	0.965	1.06E+00	0.1223			
636	1.55E+01	1.27E+01	4.82E-01	0.242	-0.104	0.965	3.61E-01	0.2203			
Strip 25											
637	1.62E+01	1.53E+01	5.70E-01	-0.128	0.072	-0.989	3.16E-01	0.2888			
638	1.60E+01	1.53E+01	5.97E-01	-0.109	0.067	-0.992	9.26E-01	0.3553			
639	1.55E+01	1.53E+01	6.14E-01	0.009	0.032	-0.999	1.47E+00	0.3775			
640	1.48E+01	1.53E+01	5.84E-01	0.073	0.012	-0.997	1.94E+00	0.3356			
641	1.40E+01	1.53E+01	5.07E-01	0.113	-0.001	-0.994	2.31E+00	0.284			
642	1.31E+01	1.53E+01	3.98E-01	0.12	-0.004	-0.993	2.53E+00	0.2325			
643	1.21E+01	1.53E+01	2.89E-01	0.099	0.005	-0.995	2.60E+00	0.1979			
644	1.11E+01	1.53E+01	2.16E-01	0.049	0.026	-0.998	2.52E+00	0.2075			
645	1.02E+01	1.53E+01	1.98E-01	-0.012	0.053	-0.999	2.30E+00	0.2801			
646	9.39E+00	1.53E+01	2.30E-01	-0.072	0.08	-0.994	1.95E+00	0.4089			
647	8.74E+00	1.53E+01	2.98E-01	-0.14	0.114	-0.984	1.50E+00	0.5899			
648	8.27E+00	1.53E+01	3.91E-01	-0.284	0.184	-0.941	9.75E-01	0.7751			
649	8.04E+00	1.53E+01	5.03E-01	-0.652	0.364	-0.665	4.68E-01	0.1736			
650	8.04E+00	1.53E+01	6.72E-01	-0.802	0.401	0.444	7.08E-01	-2.7742			
651	8.27E+00	1.53E+01	8.83E-01	-0.487	0.226	0.844	1.09E+00	-2.6816			
652	8.74E+00	1.53E+01	1.08E+00	-0.321	0.14	0.937	1.57E+00	-1.921			
653	9.39E+00	1.53E+01	1.26E+00	-0.207	0.083	0.975	1.99E+00	-1.624			
654	1.02E+01	1.53E+01	1.38E+00	-0.101	0.033	0.994	2.31E+00	-1.4374			
655	1.11E+01	1.53E+01	1.43E+00	0.003	-0.013	1	2.51E+00	-1.2219			
656	1.21E+01	1.53E+01	1.38E+00	0.097	-0.052	0.994	2.60E+00	-0.9389			
657	1.31E+01	1.53E+01	1.25E+00	0.163	-0.077	0.984	2.55E+00	-0.6384			
658	1.40E+01	1.53E+01	1.08E+00	0.204	-0.092	0.975	2.35E+00	-0.3728			
659	1.48E+01	1.53E+01	8.98E-01	0.222	-0.098	0.97	2.00E+00	-0.1679			
660	1.55E+01	1.53E+01	7.46E-01	0.226	-0.099	0.969	1.52E+00	-0.0314			
661	1.60E+01	1.53E+01	6.36E-01	0.24	-0.103	0.965	9.51E-01	0.1217			
662	1.62E+01	1.53E+01	5.77E-01	0.243	-0.104	0.965	3.23E-01	0.2209			
Strip 26											
663	1.69E+01	1.79E+01	6.62E-01	-0.128	0.072	-0.989	2.80E-01	0.2887			
664	1.67E+01	1.79E+01	6.88E-01	-0.109	0.067	-0.992	8.20E-01	0.3554			
665	1.63E+01	1.79E+01	7.03E-01	0.009	0.032	-0.999	1.30E+00	0.378			
666	1.57E+01	1.79E+01	6.76E-01	0.073	0.012	-0.997	1.72E+00	0.337			
667	1.49E+01	1.79E+01	6.04E-01	0.113	-0.001	-0.994	2.05E+00	0.2868			
668	1.41E+01	1.79E+01	5.03E-01	0.12	-0.004	-0.993	2.25E+00	0.2375			
669	1.31E+01	1.79E+01	4.02E-01	0.099	0.005	-0.995	2.31E+00	0.2058			
670	1.22E+01	1.79E+01	3.35E-01	0.049	0.026	-0.998	2.23E+00	0.2187			
671	1.14E+01	1.79E+01	3.18E-01	-0.012	0.053	-0.999	2.04E+00	0.2943			
672	1.06E+01	1.79E+01	3.48E-01	-0.072	0.08	-0.994	1.73E+00	0.4256			
673	1.00E+01	1.79E+01	4.10E-01	-0.14	0.114	-0.984	1.33E+00	0.6071			
674	9.57E+00	1.79E+01	4.97E-01	-0.284	0.184	-0.941	8.64E-01	0.7747			
675	9.35E+00	1.79E+01	6.01E-01	-0.652	0.364	-0.665	4.14E-01	0.0744			
676	9.35E+00	1.79E+01	7.57E-01	-0.801	0.401	0.444	6.28E-01	-3.0066			
677	9.57E+00	1.79E+01	9.53E-01	-0.487	0.226	0.844	9.67E-01	-2.8219			
678	1.00E+01	1.79E+01	1.14E+00	-0.321	0.14	0.937	1.39E+00	-1.9988			
679	1.06E+01	1.79E+01	1.30E+00	-0.207	0.083	0.975	1.76E+00	-1.6768			
680	1.14E+01	1.79E+01	1.42E+00	-0.101	0.033	0.994	2.04E+00	-1.4761			
681	1.22E+01	1.79E+01	1.46E+00	0.003	-0.013	1	2.23E+00	-1.2502			
682	1.31E+01	1.79E+01	1.41E+00	0.097	-0.052	0.994	2.31E+00	-0.9586			
683	1.41E+01	1.79E+01	1.29E+00	0.163	-0.077	0.984	2.26E+00	-0.6512			
684	1.49E+01	1.79E+01	1.13E+00	0.204	-0.092	0.975	2.08E+00	-0.3808			
685	1.57E+01	1.79E+01	9.66E-01	0.222	-0.098	0.97	1.77E+00	-0.1726			
686	1.63E+01	1.79E+01	8.26E-01	0.226	-0.099	0.969	1.34E+00	-0.034			
687	1.67E+01	1.79E+01	7.24E-01	0.24	-0.103	0.965	8.42E-01	0.1209			
688	1.69E+01	1.79E+01	6.69E-01	0.243	-0.104	0.965	2.87E-01	0.221			
Strip 27											
689	1.76E+01	2.03E+01	7.50E-01	-0.128	0.072	-0.989	2.45E-01	0.2885			
690	1.74E+01	2.03E+01	7.74E-01	-0.109	0.067	-0.992	7.19E-01	0.3552			
691	1.70E+01	2.03E+01	7.88E-01	0.009	0.032	-0.999	1.14E+00	0.3782			
692	1.64E+01	2.03E+01	7.63E-01	0.073	0.012	-0.997	1.51E+00	0.3379			
693	1.57E+01	2.03E+01	6.96E-01	0.113	-0.001	-0.994	1.79E+00	0.2889			
694	1.49E+01	2.03E+01	6.03E-01	0.12	-0.004	-0.993	1.97E+00	0.2415			
695	1.41E+01	2.03E+01	5.10E-01	0.099	0.005	-0.995	2.02E+00	0.2124			
696	1.33E+01	2.03E+01	4.47E-01	0.049	0.026	-0.998	1.96E+00	0.2282			
697	1.25E+01	2.03E+01	4.32E-01	-0.012	0.053	-0.999	1.78E+00	0.3063			
698	1.18E+01	2.03E+01	4.60E-01	-0.072	0.08	-0.994	1.51E+00	0.4396			
699	1.12E+01	2.03E+01	5.17E-01	-0.14	0.114	-0.984	1.16E+00	0.6213			
700	1.08E+01	2.03E+01	5.98E-01	-0.284	0.184	-0.941	7.56E-01	0.7718			
701	1.06E+01	2.03E+01	6.93E-01	-0.653	0.364	-0.665	3.63E-01	-0.0193			
702	1.06E+01	2.03E+01	8.38E-01	-0.801	0.4	0.445	5.50E-01	-3.2166			
703	1.08E+01	2.03E+01	1.02E+00	-0.487	0.226	0.844	8.47E-01	-2.9466			
704	1.12E+01	2.03E+01	1.19E+00	-0.321	0.14	0.937	1.22E+00	-2.0673			
705	1.18E+01	2.03E+01	1.34E+00	-0.207	0.083	0.975	1.55E+00	-1.7232			
706	1.25E+01	2.03E+01	1.45E+00	-0.101	0.033	0.994	1.79E+00	-1.5098			
707	1.33E+01	2.03E+01	1.49E+00	0.003	-0.013	1	1.95E+00	-1.2748			
708	1.41E+01	2.03E+01	1.44E+00	0.097	-0.052	0.994	2.02E+00	-0.9757			
709	1.49E+01	2.03E+01	1.33E+00	0.163	-0.077	0.984	1.98E+00	-0.6624			
710	1.57E+01	2.03E+01	1.18E+00	0.204	-0.092	0.975	1.82E+00	-0.3878			
711	1.64E+01	2.03E+01	1.03E+00	0.222	-0.098	0.97	1.55E+00	-0.1767			
712	1.70E+01	2.03E+01	9.02E-01	0.226	-0.099	0.969	1.18E+00	-0.0363			
713	1.74E+01	2.03E+01	8.07E-01	0.24	-0.103	0.965	7.38E-01	0.1202			
714	1.76E+01	2.03E+01	7.57E-01	0.243	-0.104	0.965	2.51E-01	0.2212			
Strip 28											
715	1.82E+01	2.26E+01	8.33E-01	-0.128	0.072	-0.989	2.12E-01	0.288			
716	1.81E+01	2.26E+01	8.55E-01	-0.109	0.067	-0.992	6.22E-01	0.3547			
717	1.77E+01	2.26E+01	8.68E-01	0.009	0.032	-0.999	9.89E-01	0.3779			
718	1.72E+01	2.26E+01	8.45E-01	0.073	0.012	-0.997	1.31E+00	0.3382			
719	1.65E+01	2.26E+01	7.83E-01	0.113	-0.001	-0.994	1.55E+00	0.2901			
720	1.58E+01	2.26E+01	6.97E-01	0.12	-0.004	-0.993	1.70E+00	0.2444			
721	1.50E+01	2.26E+01	6.11E-01	0.099	0.005	-0.995	1.75E+00	0.2175			
722	1.42E+01	2.26E+01	5.54E-01	0.049	0.026	-0.998	1.69E+00	0.2357			
723	1.35E+01	2.26E+01	5.39E-01	-0.012	0.053	-0.999	1.54E+00	0.316			
724	1.29E+01	2.26E+01	5.65E-01	-0.072	0.08	-0.994	1.31E+00	0.4511			
725	1.23E+01	2.26E+01	6.18E-01	-0.14	0.114	-0.984	1.00E+00	0.6326			
726	1.20E+01	2.26E+01	6.92E-01	-0.284	0.184	-0.941	6.55E-01	0.7674			
727	1.18E+01	2.26E+01	7.81E-01	-0.653	0.364	-0.664	3.14E-01	-0.1055			
728	1.18E+01	2.26E+01	9.14E-01	-0.801	0.4	0.446	4.76E-01	-3.4019			
729	1.20E+01	2.26E+01	1.08E+00	-0.486	0.226	0.844	7.34E-01	-3.0549			
730	1.23E+01	2.26E+01	1.24E+00	-0.321	0.14	0.937	1.06E+00	-2.1264			
731	1.29E+01	2.26E+01	1.38E+00	-0.206	0.083	0.975	1.34E+00	-1.7627			
732	1.35E+01	2.26E+01	1.48E+00	-0.101	0.033	0.994	1.55E+00	-1.5384			
733	1.42E+01	2.26E+01	1.51E+00	0.003	-0.013	1	1.69E+00	-1.2955			
734	1.50E+01	2.26E+01	1.47E+00	0.097	-0.052	0.994	1.75E+00	-0.9898			
735	1.58E+01	2.26E+01	1.37E+00	0.163	-0.077	0.984	1.72E+00	-0.6716			
736	1.65E+01	2.26E+01	1.23E+00	0.204	-0.092	0.975	1.58E+00	-0.3935			
737	1.72E+01	2.26E+01	1.09E+00	0.222	-0.098	0.97	1.34E+00	-0.18			
738	1.77E+01	2.26E+01	9.73E-01	0.226	-0.099	0.969	1.02E+00	-0.0381			
739	1.81E+01	2.26E+01	8.86E-01	0.24	-0.103	0.965	6.39E-01	0.1195			
740	1.82E+01	2.26E+01	8.39E-01	0.243	-0.104	0.965	2.17E-01	0.2212			
Strip 29											
741	1.88E+01	2.47E+01	9.11E-01	-0.128	0.072	-0.989	1.81E-01	0.287			
742	1.87E+01	2.47E+01	9.31E-01	-0.109	0.067	-0.992	5.32E-01	0.3537			
743	1.83E+01	2.47E+01	9.43E-01	0.009	0.032	-0.999	8.45E-01	0.3769			
744	1.79E+01	2.47E+01	9.21E-01	0.073	0.012	-0.997	1.12E+00	0.3374			
745	1.73E+01	2.47E+01	8.65E-01	0.113	-0.001	-0.994	1.33E+00	0.2902			
746	1.66E+01	2.47E+01	7.85E-01	0.12	-0.004	-0.993	1.46E+00	0.2457			
747	1.59E+01	2.47E+01	7.06E-01	0.099	0.005	-0.995	1.50E+00	0.2204			
748	1.52E+01	2.47E+01	6.53E-01	0.049	0.026	-0.998	1.45E+00	0.2407			
749	1.45E+01	2.47E+01	6.39E-01	-0.012	0.053	-0.999	1.32E+00	0.3231			
750	1.39E+01	2.47E+01	6.63E-01	-0.072	0.08	-0.994	1.12E+00	0.4597			
751	1.34E+01	2.47E+01	7.12E-01	-0.141	0.114	-0.984	8.58E-01	0.6411			
